full_name,title,company,bio,talk_title,photo_url,social_links,event,source_category
Marcel Tobler,CEO,Swiss Casinos,"Marcel Tobler has been CEO of Swiss Casinos since January 2024, having previously joined Stadtcasino Baden Group as CFO and driving innovation by launching Switzerland's first legal online casino, jackpots.ch and investing in tech startup Gamanza to enhance iGaming capabilities. Marcel’s leadership shaped data-driven strategies, loyalty programs and notable offerings like Switzerland’s first regulated crash game. With 11 years at PwC Marcel is a seasoned leader in the gaming and entertainment industry.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1602-1755853692.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
John Hagan,Managing Partner,Harris Hagan,"John Hagan is Managing Partner of Harris Hagan, specialising in all aspects of online and land-based gambling law, John is ranked in global directories and recognised as a “market leader in gaming law”. John has extensive gambling law, regulatory and licensing experience having advised major international clients on matters ranging from license applications, compliance investigations and license reviews to M&A related specialist gambling advice.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1603-1755853780.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Belal Jassoma,Director of Ecosystems,Dubai Multi Commodities Centre (DMCC),"Belal Jassoma is Director of Ecosystems at DMCC, the world’s leading business district and authority on international commodities trade and enterprise. Belal joined DMCC in 2011 and has been instrumental in scaling up DMCC’s ecosystems and commercial offering, including new products, services and member engagement programmes. In his current capacity as Director for Ecosystems, Belal is responsible for developing key strategic relationships, partnerships and product functions.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1600-1755853021.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Dr Aftab Rizvi,CEO,Gaming Associates,"Dr. Aftab Rizvi is an internationally recognised iGaming compliance and regulatory advisor with over 25 years of experience in iGaming compliance, audits, regulatory frameworks and cybersecurity. He is the founder of Gaming Associates, an internationally recognised, accredited test lab approved in over 55 jurisdictions. His expertise includes drafting technical requirements, compliance policies and implementing global standards such as ISO/IEC 27001, PCI DSS, GDPR, and NDB.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1620-1756213290.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Sal Piacente,President,"UniverSal Game Protection Development, Inc.","Sal Piacente is a casino game protection expert and master showman with 40 years in the casino industry and 200 plus casino clients worldwide. He electrifies audiences by exposing the scams, cheats and cons that few ever see up close, blending insider knowledge with world class sleight of hand and riveting storytelling. A familiar face on television, Sal hosted the Travel Channel series Game On, America and appeared on Cheating Vegas and Casino Wars. His Vanity Fair YouTube feature has over 14 million views.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1924-1760024088.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Alexey Chepkov,COO,SOFTSWISS,"Alexey Chepkov is Chief Operating Officer at SOFTSWISS. He is a C-level executive with over 10 years of experience leading high-impact operations across fintech, crypto-processing, iGaming, payments, and high-risk industries. He specialises in building scalable business infrastructures, driving strategic growth, and bringing operational clarity to fast-moving, high-stakes environments. Alexey has managed multi-country operations, billion-dollar P&Ls, and cross-functional teams, ensuring full compliance with EU and North American regulatory frameworks.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1819-1759141228.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Kris Galloway,Head of iGaming Product,Sumsub,"Kris Galloway is head of iGaming Product at Sumsub, having spent over a decade with leading operators, he combines traditional casino solutions with pioneering trends to shape the industry's future. His expertise spans sports betting, skin gambling, neo casino games, KYC and anti-fraud, bridging gaming innovation with responsible and compliant player experiences.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1636-1756299935.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Frank Cecchini,Head of Lottery,Evoplay,"Francesco (Frank) Cecchini has a background in fintech, notably with Dimoco in Austria and is currently the Head of Lottery at Evoplay. With over 25 years of experience in the lottery and gaming industry, including leadership roles at Betware (later NOVOMATIC Lottery Solutions) and GTECH/IGT, he has developed strategies to innovate and disrupt the lottery technology market by addressing cost, speed and reliability challenges.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1445-1751976496.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Rob Wheeler,Managing Director,RBW Systems,"Rob Wheeler is a visionary systems leader with 25 years’ experience delivering cashless and machine/player management technologies to the land-based gaming industry. He is the Founder and Managing Director of RBW Systems, which provides a proven wide-area middleware solution securely connecting cashless payment platforms with thousands of gaming terminals across bars and restaurants throughout the UK.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1673-1759137313.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Dmitry Lazarichev,Co-Founder,Wirex,"Dmitry Lazarichev Co-founded Wirex in 2014 and has been an integral force in the rapid growth of the company. Dmitry also leads Finance, Risk, Compliance and Legal teams and is responsible for Corporate Strategy at Wirex. He is seen as a significant voice in the crypto and blockchain arena. He has 20 years’ worth of Financial experience and is a serial entrepreneur and he aims to provide everyone access to the most innovative financial services.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1598-1755852326.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Xavier Gomez,Group COO,Vancelian,"Xavier Gomez is COO of Vancelian, specialising in investment solutions integrating traditional finance and blockchain. He is Founder of MUWPAY, a DeFi platform simplifying multi-token transfers, and Co-founder of INVYO, a data management start-up. Since 2024, he has been a Supervisory Board member at Banque Delubac & Cie, chairing the remuneration and nominations committee. He is also a global fintech speaker, investor, advisor and regular columnist on BFM Business TV.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1597-1755852267.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Alex Konewko,Director & CEO,Finductive,,,https://tickets.sigma.world/img/speakers/tmp/speaker-1672-1757485446.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Tony Ventura,Innovation and Technology Speaker,,"Tony Ventura is a tech influencer, an international speaker and a dedicated technology researcher. He is known for his work in technology and innovation in Brazil, where he created the Digital Transformation course for the Ministry of Economy. He founded the largest digital tools community in Latin America, positively transforming thousands of lives through technology. In addition, Tony established the Brazil Startups association, supporting numerous startups with technology and investments.",,https://tickets.sigma.world/img/speakers/tmp/speaker-54-1765546358.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Ron Segev,Founding Partner,Segev LLP,"Ron Segev is the Founding Partner of Segev LLP, a globally recognized business law firm specializing in gaming, betting, blockchain, and fintech. He advises clients at the intersection of gaming, digital assets, and financial innovation, guiding them through licensing, compliance, and regulatory challenges. Recognized by Chambers & Partners and Lexology as a leading Gaming and Betting Lawyer, Ron is a frequent speaker and contributor to major industry publications including iGaming Business, SBC Media, and American Gaming Lawyer.",,https://tickets.sigma.world/img/speakers/tmp/speaker-671-1757060176.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
